Preu;Zona;Superficie;Habitacions;Lavabos;Preu metre;Calefaccio;Aire acondicionat;Any construccio;Aparcament;Piscina;Ascensor;Planta;Consum;Venda/lloguer
243500;Ca n�Aurell;95;4;2;2563;Si;No;1966;No;No;Si;_;E;Venda
339000;Centre;159;3;2;2132;Si;Si;1964;No;No;Si;_;G;Venda
339000;Centre;159;3;2;2132;Si;Si;1964;No;No;Si;_;G;Venda
295000;Sant Pere;141;3;2;2092;Si;Si;2022;Si;No;Si;_;G;Venda
170000;Escoles;97;3;1;1753;Si;Si;1997;Si;No;Si;_;D;Venda
125000;Can Palet;108;3;1;1157;Si;Si;1963;No;No;No;2;G;Venda
95000;Ca nﾴAnglada;75;3;1;1267;No;No;_;No;No;No;_;G;Venda
224900;Cementiri Vell;60;2;1;3748;Si;Si;2009;Si;No;Si;_;E;Venda
69000;Montserrat;58;2;1;1190;No;No;1959;No;No;No;1;G;Venda
198500;Ca n�Aurell;71;2;1;2796;Si;No;_;No;No;No;_;G;Venda
179900;La Maurina;185;2;2;972;Si;No;1966;Si;No;No;_;G;Venda
149900;Ca nﾴAurell;85;3;1;1764;No;No;1970;No;No;No;_;D;Venda
255000;Escoles;144;4;2;1771;Si;Si;1992;Si;No;Si;1;G;Venda
132000;Egara;81;3;1;1630;Si;No;_;No;No;Si;_;G;Venda
225000;Ca n�Anglada;174;4;2;1293;Si;No;_;No;No;No;_;G;Venda
425000;La Cogullada;183;5;4;2322;No;No;_;No;No;No;_;_;Venda
137500;Torre-sana;69;1;2;1993;Si;Si;2003;No;No;Si;2;G;Venda
165000;Can Jofresa;110;4;1;1500;No;No;1975;No;No;Si;_;E;Venda
229000;Can Palet;104;3;1;2202;Si;Si;1960;No;No;No;_;F;Venda
139000;Torre-sana;70;1;1;1986;Si;Si;2007;Si;No;Si;_;E;Venda
199900;Ca n�Aurell;126;4;1;1587;Si;No;1964;No;No;Si;_;G;Venda
295000;Poblenou-Zona Esportiva;160;3;2;1844;Si;Si;2022;No;No;No;2;G;Venda
175000;X�quer;98;3;1;1786;No;No;1973;No;No;Si;_;E;Venda
349900;Pere parres;219;4;3;1598;Si;No;1980;Si;No;No;_;E;Venda
265000;Les Arenes-La Gr�pia;148;3;2;1791;Si;Si;1991;No;No;Si;3;G;Venda
150000;Escoles;80;2;1;1875;No;No;1972;No;No;Si;_;G;Venda
191000;Les Martines;78;2;1;2449;Si;Si;_;Si;No;Si;_;G;Venda
106000;Cementiri Vell;_;_;_;_;No;No;1993;Si;No;Si;2;G;Venda
110000;Can Boada;76;3;1;1447;Si;No;1969;No;No;No;1;E;Venda
172500;Ca n�Aurell;73;2;1;2363;Si;Si;2005;No;No;Si;_;G;Venda
395000;Torre-sana;372;4;2;1062;Si;No;1987;Si;No;No;_;E;Venda
139000;Egara;105;3;2;1324;Si;No;1979;No;No;Si;_;E;Venda
139000;La Maurina;65;3;1;2138;No;No;_;No;No;No;_;_;Venda
120000;Roc Blanc;91;2;1;1319;Si;No;1968;No;No;No;_;D;Venda
145000;Can Palet;80;2;1;1813;Si;No;2003;Si;No;Si;_;G;Venda
420000;Ca nﾴAurell;289;3;3;1453;No;No;1951;No;No;No;_;E;Venda
159990;Can Boada;90;4;1;1778;No;No;1979;No;No;No;_;E;Venda
330000;Segle XX;158;3;2;2089;Si;No;2002;Si;No;Si;3;G;Venda
163000;Ca n�Aurell;91;3;1;1791;Si;Si;1975;No;No;No;1;D;Venda
246000;Sant Pere;78;3;2;3154;No;No;_;No;No;Si;_;B;Venda
240000;Can Roca;66;2;2;3636;No;No;_;No;No;No;_;_;Venda
169000;Centre;72;3;2;2347;Si;No;2022;No;No;Si;1;G;Venda
125000;Ca n�Anglada;66;3;1;1894;Si;No;1959;No;No;No;_;G;Venda
242000;La Cogullada;120;2;2;2017;Si;No;2003;Si;No;Si;_;E;Venda
149000;Les Arenes-La Gr�pia;88;3;1;1693;Si;No;_;No;No;No;5;G;Venda
145000;Can Palet;62;3;1;2339;Si;Si;1968;No;No;Si;_;E;Venda
398000;Can Parellada;147;4;3;2707;Si;Si;2022;Si;No;No;2;A;Venda
225000;Escoles;87;4;2;2586;Si;No;1973;No;No;Si;_;G;Venda
384400;Poblenou-Zona Esportiva;182;3;2;2112;No;No;1992;No;No;No;_;D;Venda
358900;Pol�gon Industrial Santa Margarida;340;6;3;1056;Si;No;2003;Si;Si;No;_;G;Venda
145000;Ca n�Aurell;73;2;1;1986;Si;No;1978;No;No;Si;_;G;Venda
260000;Torre-sana;156;3;2;1667;Si;Si;1968;Si;No;No;1;G;Venda
180000;Poblenou-Zona Esportiva;87;2;2;2069;No;No;2002;No;No;No;_;G;Venda
155000;Ca n�Aurell;80;2;2;1938;Si;Si;1972;No;No;Si;2;D;Venda
359000;Ca n�Aurell;195;3;2;1841;Si;Si;2012;No;No;No;_;B;Venda
72500;Ca n�Anglada;71;3;1;1021;Si;No;1974;No;No;No;_;G;Venda
134900;Vallparad�s;93;3;1;1451;Si;No;1974;No;No;Si;_;G;Venda
155000;Escoles;89;3;1;1742;Si;No;_;No;No;Si;_;G;Venda
115000;Ca n�Aurell;74;3;1;1554;Si;No;1972;No;No;No;_;D;Venda
239000;Sant Lloren�;130;5;2;1838;Si;No;_;No;No;Si;4;G;Venda
139500;Ca n�Aurell;61;2;1;2287;Si;Si;2009;No;No;Si;1;G;Venda
156000;Les Arenes-La Gr�pia;60;2;1;2600;No;No;_;No;No;Si;_;G;Venda
112000;Can Boada;73;3;1;1534;Si;Si;1971;No;No;Si;_;G;Venda
162000;Torre-sana;122;3;1;1328;Si;No;1973;No;No;No;_;_;Venda
214000;Roc Blanc;106;4;2;2019;No;No;1993;Si;No;Si;_;E;Venda
219000;Centre;73;2;2;3000;Si;Si;2005;Si;No;Si;4;E;Venda
236900;Can Boada;150;3;2;1579;Si;No;1960;No;No;No;3;D;Venda
182000;Ca n�Aurell;86;3;1;2116;Si;No;1978;No;No;Si;1;G;Venda
199500;Can Palet;134;3;2;1489;Si;No;2003;No;No;Si;_;G;Venda
339000;Les Arenes-La Gr�pia;177;5;2;1915;Si;Si;2003;No;No;Si;_;G;Venda
186000;Poblenou-Zona Esportiva;109;2;2;1706;Si;No;2001;No;No;Si;_;E;Venda
134000;Can Boada;90;3;1;1489;No;No;1976;No;No;No;_;F;Venda
211000;Poblenou-Zona Esportiva;111;3;2;1901;Si;No;1990;Si;No;Si;_;G;Venda
282000;Les Fonts;138;3;2;2043;Si;Si;1960;Si;No;No;_;E;Venda
320000;Cementiri Vell;140;4;2;2286;Si;Si;1989;Si;No;Si;_;G;Venda
229000;Pere parres;83;2;2;2759;Si;No;_;No;No;Si;_;A;Venda
335000;Poblenou-Zona Esportiva;240;4;3;1396;Si;No;1969;Si;No;No;_;G;Venda
184900;Centre;90;3;2;2054;Si;Si;2003;Si;No;Si;_;E;Venda
360000;Centre;123;4;2;2927;Si;Si;1985;Si;No;Si;_;E;Venda
360000;Centre;123;4;2;2927;Si;Si;1985;Si;No;Si;_;E;Venda
209000;Can Palet;120;3;1;1742;Si;No;1955;Si;No;No;_;G;Venda
172500;Sant Pere Nord;77;3;1;2240;Si;No;2005;No;No;Si;_;E;Venda
216000;Can Palet;86;2;2;2512;Si;Si;2005;No;No;Si;_;E;Venda
176000;La Cogullada;70;3;2;2514;Si;No;1999;No;No;Si;_;E;Venda
145000;Ca n�Aurell;70;2;1;2071;Si;No;1978;No;No;Si;_;E;Venda
159000;Ca n�Aurell;91;3;1;1747;Si;No;1975;No;No;No;_;D;Venda
146000;La Cogullada;61;2;1;2393;No;Si;2008;No;No;Si;_;E;Venda
159500;Les Arenes-La Gr�pia;60;3;1;2658;Si;No;1994;No;No;Si;_;E;Venda
98000;Can Palet;78;3;1;1256;No;No;1967;No;No;Si;_;E;Venda
145000;Sant Pere Nord;101;3;1;1436;No;No;1991;No;No;Si;_;E;Venda
133000;La Maurina;115;3;1;1157;Si;No;1971;No;No;No;_;E;Venda
130000;La Cogullada;47;1;1;2766;Si;Si;2007;No;No;Si;_;G;Venda
495000;Torre-sana;212;6;2;2335;Si;Si;_;Si;No;No;_;E;Venda
114500;La Maurina;92;3;1;1245;Si;No;1973;No;No;No;_;G;Venda
295000;Can Boada;147;3;1;2007;No;No;1965;Si;No;No;_;E;Venda
222000;Can Palet de Vista Alegre;94;3;2;2362;No;No;2008;Si;No;No;_;E;Venda
165000;La Cogullada;70;2;1;2357;No;No;2007;No;No;Si;_;E;Venda
136000;Ca n�Aurell;70;3;1;1943;No;No;1973;No;No;Si;_;D;Venda
76000;Ca nﾴAnglada;68;2;1;1118;No;No;1962;No;No;No;_;F;Venda
850000;Sant Lloren�;351;6;3;2422;Si;No;_;No;Si;No;_;G;Venda
109000;Can Boada;72;3;1;1514;Si;No;1971;No;No;Si;_;E;Venda
88000;Ca nﾴAnglada;71;3;1;1239;No;No;1969;No;No;No;_;G;Venda
78000;Ca n�Anglada;71;3;1;1099;No;No;1968;No;No;Si;_;E;Venda
249000;Sant Pere Nord;137;4;2;1818;Si;No;1979;No;No;Si;_;G;Venda
308000;Can Palet;150;4;2;2053;Si;No;1988;Si;No;No;_;G;Venda
460000;Poblenou-Zona Esportiva;346;4;4;1329;Si;No;1998;No;No;No;_;C;Venda
110000;Sant Pere Nord;92;3;1;1196;No;No;1966;No;No;No;_;F;Venda
140000;Poblenou-Zona Esportiva;107;4;1;1308;No;No;1964;No;No;No;_;E;Venda
179000;Can Jofresa;110;3;2;1627;Si;No;1975;No;No;Si;_;G;Venda
269680;Egara;259;4;1;1041;No;No;1971;No;No;No;_;G;Venda
157500;Torre-sana;64;1;1;2461;No;No;2012;No;No;Si;_;D;Venda
63000;Sant Lloren�;57;2;1;1105;No;No;1960;No;No;No;_;F;Venda
238000;Segle XX;74;3;2;3216;Si;Si;2001;No;No;Si;_;G;Venda
450000;Centre;196;4;3;2296;Si;No;2009;Si;Si;No;_;G;Venda
133000;Ca n�Anglada;101;4;1;1317;Si;No;1969;No;No;Si;_;G;Venda
270000;Centre;120;4;2;2250;Si;No;1970;No;No;Si;_;D;Venda
116500;Les Arenes-La Gr�pia;70;3;1;1664;Si;No;1977;No;No;No;_;E;Venda
117000;Sant Pere Nord;75;3;1;1560;No;Si;1970;No;No;Si;_;D;Venda
156000;Les Arenes-La Gr�pia;60;2;1;2600;Si;Si;2002;No;No;Si;_;G;Venda
194000;Sant Pere;91;4;1;2132;Si;No;1965;No;No;Si;_;D;Venda
475000;Ca n�Aurell;289;3;3;1644;Si;Si;1951;Si;No;No;_;G;Venda
390000;Can Palet de Vista Alegre;214;3;2;1822;Si;Si;2000;Si;Si;No;_;G;Venda
154900;Vallparad�s;75;3;1;2065;Si;No;1949;No;No;No;_;E;Venda
115500;Poblenou-Zona Esportiva;88;3;1;1313;No;No;1979;No;No;No;_;E;Venda
180000;Segle XX;82;2;2;2195;Si;Si;_;No;No;Si;_;D;Venda
359000;Les Martines;390;6;3;921;Si;No;2003;Si;Si;No;_;G;Venda
178000;Sant Pere Nord;84;3;2;2119;Si;No;1996;No;No;Si;_;E;Venda
520000;Les Martines;292;5;3;1781;Si;No;1983;Si;No;No;_;E;Venda
113500;X�quer;86;3;1;1320;No;No;2002;No;No;No;_;E;Venda
600000;Poblenou-Zona Esportiva;422;6;2;1422;Si;No;1997;Si;No;No;_;_;Venda
450000;Ca n�Aurell;185;3;3;2432;Si;Si;2020;No;No;Si;_;A;Venda
81000;Egara;57;3;1;1421;No;No;1965;No;No;No;_;F;Venda
460000;Sant Pere;230;4;4;2000;Si;Si;1956;Si;No;No;_;D;Venda
295000;Centre;143;7;2;2063;Si;No;1969;No;No;Si;_;E;Venda
159000;Can Palet;71;2;1;2239;Si;Si;2004;Si;No;Si;_;G;Venda
129000;Ca n�Aurell;48;2;1;2688;Si;No;1998;No;No;Si;_;E;Venda
259000;Ca n�Aurell;103;4;2;2515;Si;No;1985;No;No;Si;_;G;Venda
130000;Sant Pere;60;1;1;2167;Si;Si;2008;No;No;Si;_;C;Venda
320000;Poblenou-Zona Esportiva;102;3;2;3137;Si;Si;2023;No;No;Si;_;A;Venda
330000;Pere parres;144;4;2;2292;No;Si;1950;No;No;No;_;G;Venda
360000;Centre;141;4;2;2553;Si;Si;2005;Si;No;Si;_;G;Venda
262000;Centre;76;3;2;3447;Si;No;2001;No;No;Si;_;G;Venda
265000;La Cogullada;135;3;2;1963;Si;Si;2002;No;No;Si;_;G;Venda
140000;Segle XX;50;1;1;2800;Si;No;2008;No;No;Si;_;F;Venda
279000;Poblenou-Zona Esportiva;91;2;2;3066;No;Si;2000;Si;No;Si;_;_;Venda
325000;Ca n�Aurell;223;3;1;1457;Si;No;1950;No;No;No;_;E;Venda
98000;Segle XX;76;3;1;1289;No;No;1953;No;No;No;2;G;Venda
129000;Les Arenes-La Gr�pia;90;3;2;1433;No;No;1983;No;No;Si;_;_;Venda
264900;Vallparad�s;160;4;2;1656;Si;Si;1988;No;No;Si;2;E;Venda
243500;Ca n�Aurell;95;4;2;2563;Si;No;1966;No;No;Si;_;E;Venda
315000;Roc Blanc;170;3;1;1853;Si;Si;1960;Si;No;No;_;G;Venda
259800;Les Arenes-La Gr�pia;143;4;2;1817;Si;Si;1991;No;No;Si;_;G;Venda
174000;Sant Pere;71;2;1;2451;Si;Si;2008;No;No;Si;_;G;Venda
263000;Pere parres;106;3;2;2481;Si;No;_;No;No;Si;_;A;Venda
245000;Les Arenes-La Gr�pia;119;4;2;2059;Si;No;_;No;No;Si;_;A;Venda
262000;Les Arenes-La Gr�pia;123;4;2;2130;Si;No;_;No;No;Si;_;A;Venda
294000;Can Roca;115;3;2;2557;Si;No;1999;Si;No;Si;_;E;Venda
69000;Sant Lloren�;61;2;1;1131;No;No;1960;No;No;No;_;G;Venda
145000;Ca n�Aurell;73;2;1;1986;Si;No;1978;No;No;Si;_;E;Venda
225000;Poblenou-Zona Esportiva;93;3;2;2419;Si;Si;2023;No;No;Si;_;A;Venda
240000;Centre;90;3;2;2667;Si;Si;2003;Si;No;Si;1;E;Venda
146500;Can Roca;77;4;1;1903;No;Si;1969;No;No;Si;_;_;Venda
149000;Les Arenes-La Gr�pia;80;3;1;1863;Si;Si;1974;No;No;No;_;_;Venda
215000;Egara;225;3;2;956;Si;Si;1961;No;No;No;1;D;Venda
265000;Can Gonteres;170;3;2;1559;Si;No;1985;Si;No;No;_;G;Venda
360000;Centre;123;4;2;2927;No;No;1985;No;No;Si;_;E;Venda
235000;Les Martines;316;8;2;744;No;No;_;No;No;No;_;_;Venda
180000;Cementiri Vell;109;4;2;1651;Si;Si;_;Si;No;Si;_;E;Venda
139900;Segle XX;44;1;1;3180;Si;Si;2003;No;No;Si;_;G;Venda
144500;Les Arenes-La Gr�pia;67;3;1;2157;No;No;1982;No;No;Si;_;E;Venda
340000;Ca n�Aurell;155;3;2;2194;Si;No;2021;No;No;No;_;G;Venda
158000;Sant Pere Nord;95;4;1;1663;Si;Si;1960;No;No;No;_;E;Venda
135900;Escoles;80;3;2;1699;No;No;1974;No;No;Si;_;G;Venda
550000;Les Martines;192;5;3;2865;Si;Si;1983;Si;No;No;_;E;Venda
190000;Can Boada;81;2;1;2346;Si;No;1994;No;No;Si;_;G;Venda
186000;Pere parres;97;3;2;1918;Si;No;2007;No;No;Si;1;G;Venda
235000;Centre;109;3;2;2156;Si;Si;1962;Si;No;Si;6;E;Venda
159900;Can Palet;99;4;2;1615;Si;Si;1981;No;No;No;3;E;Venda
139900;Can Jofresa;87;3;1;1608;No;No;1975;No;No;Si;4;E;Venda
294000;Can Roca;115;3;2;2557;Si;Si;1999;Si;No;Si;_;E;Venda
142000;Escoles;79;3;1;1797;Si;No;1974;No;No;Si;_;E;Venda
155000;Escoles;89;3;1;1742;Si;No;_;No;No;Si;_;G;Venda
120000;Torre-sana;69;2;1;1739;Si;No;1967;No;No;No;_;G;Venda
254900;X�quer;188;5;3;1356;Si;Si;2001;Si;No;Si;3;G;Venda
270000;Can Boada;99;3;2;2727;Si;No;1980;No;No;No;2;G;Venda
260000;X�quer;196;5;2;1327;Si;No;2000;Si;No;Si;3;D;Venda
396000;Ca n�Aurell;191;3;2;2073;Si;No;1934;No;No;No;2;E;Venda
154000;Sant Pere Nord;65;3;1;2369;Si;Si;1966;No;No;Si;4;G;Venda
136000;Cementiri Vell;94;3;1;1447;Si;No;1970;No;No;Si;1;E;Venda
255000;Ca n�Aurell;98;3;2;2602;Si;Si;2002;Si;No;Si;3;G;Venda
429000;Centre;140;4;2;3064;Si;Si;2018;No;Si;No;2;G;Venda
220000;Cementiri Vell;116;4;2;1897;Si;Si;1979;Si;No;Si;3;G;Venda
239000;Centre;85;2;1;2812;Si;Si;2010;Si;No;Si;1;G;Venda
385000;Centre;210;5;3;1833;Si;Si;1967;Si;No;Si;5;G;Venda
269000;Centre;125;3;2;2152;Si;Si;2001;Si;No;Si;2;G;Venda
190000;Vallparad�s;110;3;2;1727;Si;No;1976;No;No;Si;2;G;Venda
520000;Centre;200;5;3;2600;Si;Si;1915;Si;No;No;2;G;Venda
590000;Centre;250;5;3;2360;Si;Si;2000;Si;No;No;3;G;Venda
365000;Centre;125;4;2;2920;Si;No;1986;Si;No;No;2;G;Venda
210000;Cementiri Vell;131;4;2;1603;Si;Si;1972;No;No;Si;5;G;Venda
245000;Centre;90;3;1;2722;Si;No;_;Si;No;No;1;G;Venda
485000;Centre;230;5;3;2109;Si;Si;2010;Si;No;Si;_;G;Venda
193000;La Cogullada;70;2;2;2757;Si;Si;2007;No;No;Si;_;D;Venda
390000;Roc Blanc;413;4;3;944;Si;Si;2005;Si;No;No;_;G;Venda
205000;Les Arenes-La Gr�pia;97;3;2;2113;Si;No;2009;No;No;Si;3;G;Venda
150000;Les Arenes-La Gr�pia;65;2;1;2308;No;No;1994;Si;No;Si;2;G;Venda
225000;Les Arenes-La Gr�pia;89;2;1;2528;No;Si;2004;No;No;Si;_;G;Venda
238800;Vallparad�s;86;3;2;2777;Si;Si;_;No;No;Si;_;B;Venda
328800;Vallparad�s;106;3;2;3102;Si;Si;_;No;No;Si;_;B;Venda
259000;Vallparad�s;86;3;2;3012;Si;Si;_;No;No;Si;_;B;Venda
186800;Vallparad�s;65;2;1;2874;Si;Si;_;No;No;Si;_;B;Venda
384000;Vallparad�s;136;4;3;2824;Si;Si;_;No;No;Si;_;B;Venda
186800;Vallparad�s;65;2;1;2874;Si;Si;_;No;No;Si;_;B;Venda
485000;Centre;230;4;3;2109;Si;Si;1900;Si;No;No;_;D;Venda
159000;Sant Pere Nord;80;3;1;1988;Si;Si;1968;No;No;Si;_;G;Venda
223000;Centre;108;3;2;2065;Si;Si;1979;No;No;Si;_;G;Venda
109000;Can Palet;66;3;1;1652;No;No;1962;No;No;Si;_;G;Venda
132900;Sant Pere Nord;82;4;1;1621;No;No;1970;No;No;No;_;G;Venda
111000;La Maurina;99;4;2;1121;No;No;1962;No;No;No;_;G;Venda
129000;Roc Blanc;47;1;1;2745;No;Si;2002;No;No;Si;_;D;Venda
195000;Segle XX;75;3;2;2600;Si;Si;2002;Si;No;Si;_;D;Venda
469000;Vallparad�s;130;3;3;3608;Si;Si;_;Si;No;No;_;B;Venda
450000;Vallparad�s;118;3;3;3814;Si;Si;_;Si;No;No;_;B;Venda
290000;Centre;117;3;2;2479;Si;Si;2004;Si;No;Si;2;E;Venda
138000;La Maurina;90;3;1;1533;Si;No;1966;No;No;No;_;E;Venda
125000;Can Boada;93;4;2;1344;Si;No;1979;No;No;Si;2;E;Venda
260000;Ca n�Aurell;118;3;2;2203;Si;No;_;No;No;No;_;G;Venda
348000;Can Roca;108;3;2;3222;Si;Si;_;No;No;Si;_;G;Venda
695000;Can Gonteres;208;5;4;3341;Si;Si;2002;Si;No;Si;_;_;Venda
180000;Segle XX;101;2;2;1782;Si;Si;_;No;No;Si;_;E;Venda
109900;Cementiri Vell;89;3;1;1235;No;No;1972;No;No;No;_;G;Venda
176000;Pere parres;88;3;2;2000;Si;No;2007;No;No;Si;2;G;Venda
146000;La Cogullada;60;2;1;2433;Si;Si;2008;No;No;Si;_;G;Venda
210000;Escoles;115;4;2;1826;No;Si;1979;No;No;Si;_;E;Venda
465000;Vallparad�s;148;3;3;3142;Si;Si;_;No;No;No;_;B;Venda
199000;Can Palet;72;3;2;2764;No;Si;2003;No;No;Si;_;B;Venda
167900;Centre;79;3;1;2125;Si;No;1950;No;No;No;_;G;Venda
359000;Ca n�Aurell;245;4;2;1465;No;No;1970;Si;No;No;_;G;Venda
270000;Segle XX;135;4;2;2000;Si;Si;_;No;No;No;_;G;Venda
325000;Roc Blanc;170;3;1;1912;Si;Si;1961;Si;No;No;_;G;Venda
309000;Sant Pere Nord;291;6;4;1062;Si;No;2000;No;No;No;_;E;Venda
185000;Segle XX;93;2;2;1989;Si;Si;_;No;No;Si;_;D;Venda
206000;Segle XX;_;_;_;_;Si;No;_;No;No;Si;_;D;Venda
120000;Cementiri Vell;83;3;1;1446;Si;No;1972;No;No;Si;_;_;Venda
230000;Roc Blanc;90;3;2;2556;Si;Si;_;No;No;Si;_;G;Venda
369000;Centre;171;4;3;2158;No;Si;2004;Si;No;Si;_;E;Venda
525000;Poblenou-Zona Esportiva;287;5;2;1829;Si;Si;1990;Si;No;No;_;E;Venda
259000;Pere parres;146;4;2;1774;No;No;2007;No;No;No;_;G;Venda
290000;Centre;88;4;2;3295;No;No;2000;No;No;No;_;G;Venda
255000;Escoles;128;4;2;1992;Si;Si;1991;No;No;Si;_;G;Venda
135000;Ca nﾴAurell;126;3;1;1071;No;No;1950;No;No;No;_;G;Venda
420000;Sant Pere;186;3;3;2258;Si;No;2022;Si;No;No;_;G;Venda
94500;Egara;_;_;_;_;No;No;2006;Si;No;Si;_;E;Venda
198000;La Maurina;100;3;2;1980;Si;Si;_;No;No;Si;_;G;Venda
275000;Cementiri Vell;148;3;2;1858;Si;Si;2005;Si;No;Si;_;E;Venda
139700;Sant Pere Nord;60;2;1;2328;Si;No;1995;No;No;Si;_;G;Venda
365000;Ca n�Aurell;157;3;3;2325;Si;No;2022;Si;No;No;_;G;Venda
127500;La Maurina;112;3;2;1138;No;No;1982;No;No;No;_;G;Venda
122500;Sant Pere Nord;45;1;1;2722;Si;No;2005;No;No;Si;1;E;Venda
265000;Cementiri Vell;121;4;2;2190;Si;Si;_;No;No;Si;_;G;Venda
270000;Centre;120;6;2;2250;Si;No;1900;No;No;No;_;G;Venda
124000;La Maurina;84;2;1;1476;No;No;1962;No;No;No;_;_;Venda
299000;Centre;125;3;2;2392;Si;No;1966;No;No;Si;4;E;Venda
80000;Ca nﾴAnglada;74;3;1;1081;No;No;1971;No;No;No;2;G;Venda
587500;Can Palet de Vista Alegre;500;4;5;1175;Si;Si;1997;Si;Si;No;_;E;Venda
225000;Ca n�Aurell;113;4;2;1991;Si;No;1970;No;No;Si;_;E;Venda
244000;Ca n�Anglada;189;3;2;1291;No;Si;1950;Si;No;No;_;E;Venda
244000;Can Roca;86;3;2;2837;Si;Si;2008;No;No;Si;_;D;Venda
135500;Can Palet;60;2;2;2258;Si;No;2006;No;No;Si;_;G;Venda
184000;Sant Pere;81;3;1;2272;Si;No;1985;No;No;Si;4;E;Venda
204500;Torre-sana;70;2;1;2921;Si;Si;2007;Si;No;Si;_;E;Venda
185000;Torre-sana;79;3;2;2342;Si;Si;2006;Si;No;Si;_;G;Venda
122000;Egara;71;3;1;1718;Si;No;1970;No;No;No;1;G;Venda
178000;Can Boada;75;4;1;2373;Si;Si;1979;Si;No;Si;2;C;Venda
135000;Sant Pere;89;3;1;1517;Si;Si;1973;No;No;No;2;E;Venda
136000;Ca n�Aurell;90;4;1;1511;No;No;1973;No;No;Si;_;G;Venda
380000;Centre;240;3;2;1583;Si;No;1995;Si;No;No;_;G;Venda
175000;La Cogullada;85;3;2;2059;Si;Si;1980;Si;No;Si;_;E;Venda
184900;Centre;110;3;2;1681;Si;Si;2003;Si;No;Si;_;G;Venda
449000;Poblenou-Zona Esportiva;330;5;4;1361;Si;No;1980;Si;Si;No;_;G;Venda
360000;Les Fonts;222;4;3;1622;Si;Si;1994;Si;No;No;_;G;Venda
167000;Can Roca;80;4;1;2088;Si;Si;1969;No;No;Si;2;G;Venda
265000;Cementiri Vell;100;4;2;2650;Si;Si;_;Si;No;Si;_;G;Venda
497000;Poblenou-Zona Esportiva;274;5;3;1814;Si;Si;1982;Si;No;No;1;G;Venda
148000;Ca n�Anglada;71;4;1;2085;No;Si;1971;Si;No;Si;_;E;Venda
246000;Ca nﾴAurell;160;3;1;1538;No;No;1973;No;No;No;_;G;Venda
229500;Egara;81;3;1;2833;Si;Si;1999;Si;No;No;3;G;Venda
264000;Centre;100;3;1;2640;No;No;2006;No;No;No;_;G;Venda
269000;Centre;120;3;2;2242;Si;Si;_;No;No;Si;_;G;Venda
183000;Poblenou-Zona Esportiva;90;2;1;2033;Si;No;2004;No;No;Si;_;D;Venda
299900;La Maurina;224;4;2;1339;Si;Si;1997;Si;No;No;_;G;Venda
279000;Cementiri Vell;85;3;2;3282;Si;No;2001;Si;No;Si;_;G;Venda
155000;Poblenou-Zona Esportiva;90;3;1;1722;Si;No;1980;No;No;No;_;G;Venda
180890;La Cogullada;110;3;2;1644;No;Si;1980;No;No;Si;_;E;Venda
169000;Can Boada;85;3;1;1988;Si;Si;1994;No;No;Si;_;_;Venda
270000;Centre;136;6;2;1985;Si;No;_;No;No;No;_;G;Venda
395000;Les Arenes-La Gr�pia;231;3;3;1710;Si;Si;1995;Si;No;No;_;G;Venda
160000;Pere parres;84;3;2;1905;Si;No;2001;Si;No;Si;_;E;Venda
209000;Ca n�Aurell;87;4;1;2402;Si;No;1971;No;No;Si;_;E;Venda
379000;Poblenou-Zona Esportiva;431;4;3;879;Si;No;1986;Si;No;No;_;E;Venda
155000;Cementiri Vell;85;2;1;1824;Si;No;1970;No;No;Si;_;E;Venda
340000;Torre-sana;177;5;2;1921;Si;Si;2003;Si;No;Si;_;D;Venda
475000;Ca n�Aurell;289;3;3;1644;Si;Si;1951;Si;No;No;_;G;Venda
459500;Ca n�Aurell;373;7;4;1232;No;Si;2011;Si;No;No;_;G;Venda
259800;Les Arenes-La Gr�pia;143;4;2;1817;Si;Si;1991;No;No;Si;_;G;Venda
181000;Torre-sana;120;2;1;1508;Si;Si;2003;No;No;Si;_;_;Venda
189500;Torre-sana;65;3;1;2915;Si;Si;2001;Si;No;Si;_;F;Venda
162800;Can Palet;96;3;1;1696;Si;Si;_;No;No;Si;_;G;Venda
260000;Ca n�Aurell;102;3;2;2549;Si;Si;_;No;No;No;_;G;Venda
190000;Escoles;110;4;2;1727;Si;No;1978;No;No;Si;_;G;Venda
217000;Ca n�Aurell;102;3;2;2127;No;Si;_;No;No;Si;_;E;Venda
299000;La Maurina;246;3;2;1215;Si;Si;1962;Si;No;No;_;G;Venda
330000;Les Arenes-La Gr�pia;122;5;2;2705;Si;Si;2003;No;No;Si;_;G;Venda
85000;Ca n�Anglada;71;3;1;1197;Si;Si;1968;No;No;Si;2;E;Venda
248000;Segle XX;113;3;2;2195;Si;No;2007;Si;No;Si;3;E;Venda
85000;Egara;64;3;1;1328;No;No;1962;No;No;No;_;G;Venda
69000;Ca nﾴAnglada;71;3;1;972;No;No;1962;No;No;No;_;G;Venda
350000;Centre;124;3;2;2823;Si;Si;1995;No;No;No;_;E;Venda
117000;La Maurina;117;4;1;1000;No;No;1965;No;No;No;_;E;Venda
149900;Can Palet;91;3;1;1647;Si;No;1973;No;No;No;_;G;Venda
138000;Can Palet;74;2;1;1865;Si;No;1965;No;No;Si;_;E;Venda
159800;Can Palet;90;3;2;1776;Si;No;2001;No;No;Si;_;G;Venda
168500;Poblenou-Zona Esportiva;220;5;1;766;Si;No;1970;No;No;No;_;G;Venda
